(500,500,3) * * * * 1.09 18944 18944 18944 18944 1.044806359059 1.044806359059 1.044806359059 1.044806359059
(500,1500,3) * * * * 1.45 28569 28569 28569 28569 1833.884060524138 1833.884060524138 1833.884060524138 1833.884060524138
(500,2500,3) * * * * 1.94 26521 26521 26521 26521 1.013820434604 1.013820434604 1.013820434604 1.013820434604
(500,3500,3) * * * * 1.45 27955 27955 27955 27955 499.295363709811 499.13008562069 499.13008562069 499.13008562069
(500,4500,3) 757tzgmv(3(1550;402gbwxm(3(1839; 757tzgmv(3(1550;402gbwxm(3(1839; 757tzgmv(3(1551;402gbwxm(3(1839; 757tzgmv(3(1551;402gbwxm(3(1839; 1.56 19435.3 18529.1 18641.7 17735.5 1999.025043871795 1999.025043871795 1999.025043871795 1999.025043871795
(500,5500,3) 72oictw(3(739;436wtduq(3(1070;436asqzg(3(1690;436wfxla(3(1764; 72oictw(3(740;436wtduq(3(1069;436asqzg(3(1689;436wfxla(3(1764; 72oictw(3(740;436wtduq(3(1069;436asqzg(3(1689;436wfxla(3(1764; 72oictw(3(739;436wtduq(3(1070;436asqzg(3(1690;436wfxla(3(1764; 1.95 21206.7 21314.1 22235.7 20285.1 1999.595035979487 1999.595035979487 1999.595035979487 1999.595035979487
(500,6500,3) 592yizfa(3(1407; 592yizfa(3(1408; 592yizfa(3(1407; 592yizfa(3(1408; 1.03 33474.6 32547.8 33474.6 32547.8 1998.926608145631 1998.926608145631 1998.926608145631 1998.926608145631
(1500,500,3) * * * * 1.27 18944 18944 18944 18944 1452.295263086614 1452.295263086614 1452.295263086614 1452.295263086614
(1500,1500,3) * * * * 1.92 22835 22835 22835 22835 882.312730834325 882.439461489695 882.439461489695 882.312730834325
(1500,2500,3) 868qypsf(3(1852; 868qypsf(3(1852; * 868qypsf(3(1852; 1.25 29628.8 29628.8 31641 28958.1 1999.98470837961 1999.98470837961 1999.98470837961 1999.98470837961
(1500,3500,3) 21ciyhx(3(1917; 21ciyhx(3(1917; 21ciyhx(3(1917; * 1.15 18472.6 18999.9 18999.9 20582 1999.374885831013 1999.374885831013 1999.374885831013 1999.374885831013
(1500,4500,3) * * * * 1.16 35942 35942 35942 35942 1866.210012482759 1866.210012482759 1866.210012482759 1866.210012482759
(1500,5500,3) * * * * 1.42 20172 20172 20172 20172 1928.804110267606 1928.804110267606 1928.804110267606 1928.804110267606
(1500,6500,3) 592zamkr(3(1157;592imcgk(3(1907; 592zamkr(3(1157;592imcgk(3(1907; 592zamkr(3(1156;592imcgk(3(1907; 592zamkr(3(1156;592imcgk(3(1907; 1.26 32511.6 31743.6 32716.4 33484.4 1999.868878380952 1999.868878380952 1999.868878380952 1999.868878380952
(2500,500,3) 334mlnoz(3(1466;934lbgvt(3(1467; * * * 1.46 11437.3 21196 21196 21196 1999.53669739726 1999.53669739726 1999.53669739726 1999.53669739726
(2500,1500,3) 334pwqlr(3(1489;240lspfd(3(1868; 934lbgvt(3(1469;334pwqlr(3(1489;240lspfd(3(1868; 934lbgvt(3(1468;334pwqlr(3(1489;240lspfd(3(1868; 934lbgvt(3(1468;334pwqlr(3(1489;240lspfd(3(1868; 1.88 29198.8 25461.1 26188.2 27468.2 1999.78031612766 1999.78031612766 1999.78031612766 1999.78031612766
(2500,2500,3) 214rpxiw(3(1548;214xdlnq(3(1755; 214rpxiw(3(1548;214xdlnq(3(1755; 214rpxiw(3(1548;214xdlnq(3(1755; 214rpxiw(3(1548;214xdlnq(3(1755; 1.57 15774.3 17376.9 16726.7 16424.5 1999.706116152866 1999.706116152866 1999.706116152866 1999.706116152866
(2500,3500,3) * * * * 1.12 32870 32870 32870 32870 1453.740248 1453.740248 1453.740248 1453.740248
(2500,4500,3) 438junow(3(1751; 438junow(3(1751; 438junow(3(1751; 107uiagj(3(447;438junow(3(1751; 1.44 30346.2 31324.1 30346.2 30474.3 1999.364774444444 1999.364774444444 1999.364774444444 1999.364774444444
(2500,5500,3) * * * * 1.25 22630.1 22629.9 22630 22630 1814.517886616 1814.701864067574 1814.517886616 1814.517886616
(2500,6500,3) * * * * 1.54 22425 22425 22425 22425 1724.851094402597 1725.160838412035 1724.851094402597 1725.160838412035
(3500,500,3) * * * * 1.95 26726 26726 26726 26726 1877.151820516043 1876.820659446154 1876.820659446154 1876.820659446154
(3500,1500,3) * * * * 1.64 33484 33484 33484 33484 1872.401303899158 1872.302046999054 1872.302046999054 1872.302046999054
(3500,2500,3) * 60nlcej(3(1323; * * 1.98 36761 35921.3 36761 36761 1998.074515979798 1998.074515979798 1998.074515979798 1998.074515979798
(3500,3500,3) * * * * 1.54 25088.2 25087.9 25087.9 25088 1983.289754089292 1983.289754089292 1983.289754089292 1983.289754089292
