(500,500,3) * * * * 1.39 22220 22220 22220 22220 1.044806359059 1.044806359059 1.044806359059 1.044806359059
(500,1500,3) * * * * 1.1 32870 32870 32870 32870 1.121437457274 1.121437457274 1.121437457274 1.121437457274
(500,2500,3) * * * * 1.82 30617 30617 30617 30617 1.013820434604 1.013820434604 1.013820434604 1.013820434604
(500,3500,3) * * * * 1.49 25702 25702 25702 25702 1.167498605382 1.167498605382 1.167498605382 1.167498605382
(500,4500,3) * * * * 1 35328 35328 35328 35328 1.010892141596 1.010892141596 1.010892141596 1.010892141596
(500,5500,3) * * * * 1.97 19763 19763 19763 19763 1.138785142468 1.138785142468 1.138785142468 1.138785142468
(500,6500,3) * * * * 1.99 37990 37990 37990 37990 1.061301514043 1.061301514043 1.061301514043 1.061301514043
(1500,500,3) * * * * 1.25 21606 21606 21606 21606 1.149686863883 1.149686863883 1.149686863883 1.149686863883
(1500,1500,3) * * * * 1.34 18944 18944 18944 18944 1.192815823534 1.192815823534 1.192815823534 1.192815823534
(1500,2500,3) * * * * 1.06 20787 20787 20787 20787 1.057263096552 1.057263096552 1.057263096552 1.057263096552
(1500,3500,3) * * * * 1.97 21401 21401 21401 21401 1.119469893819 1.119469893819 1.119469893819 1.119469893819
(1500,4500,3) * * * * 1.33 19968 19968 19968 19968 1.122487966027 1.122487966027 1.122487966027 1.122487966027
(1500,5500,3) * * * * 1.99 26726 26726 26726 26726 1.118727861284 1.118727861284 1.118727861284 1.118727861284
(1500,6500,3) * * * * 1.62 22016 22016 22016 22016 1.052385509824 1.052385509824 1.052385509824 1.052385509824
(2500,500,3) * * * * 1.35 29593 29593 29593 29593 1.191022311756 1.191022311756 1.191022311756 1.191022311756
(2500,1500,3) * * * * 1.23 33280 33280 33280 33280 1.094953821921 1.094953821921 1.094953821921 1.094953821921
(2500,2500,3) * * * * 1.26 25292 25292 25292 25292 1.170817646561 1.170817646561 1.170817646561 1.170817646561
(2500,3500,3) * * * * 1.42 25292 25292 25292 25292 1.142901062721 1.142901062721 1.142901062721 1.142901062721
(2500,4500,3) * * * * 1.26 28364 28364 28364 28364 1.066513020815 1.066513020815 1.066513020815 1.066513020815
(2500,5500,3) * * * * 1.02 28569 28569 28569 28569 1.164621585736 1.164621585736 1.164621585736 1.164621585736
(2500,6500,3) * * * * 1.54 20582 20582 20582 20582 74.819084863381 74.824279668576 74.824279668576 74.819084863381
(3500,500,3) 893psuej(0(91; 893psuej(0(91; * 893psuej(0(91; 1.93 19864.8 19864.8 21196 19864.8 84.62243589831475 84.62243589831475 1.177409608159 84.62243589831475
(3500,1500,3) * 893psuej(0(91; * * 1.12 20582 19250.8 20582 20582 1.120441846419 84.80888451662219 1.120441846419 1.120441846419
(3500,2500,3) * * * * 1.53 18534 18534 18534 18534 1.177529718315 1.177529718315 1.177529718315 1.177529718315
(3500,3500,3) * * * * 1.42 34918 34918 34918 34918 1.141581002388 1.141581002388 1.141581002388 1.141581002388
(3500,4500,3) 682dmkev(0(93; * * 682dmkev(0(93; 1.96 31129.0 35737 35737 31129.0 86.14651492364602 1.147798313471 1.147798313471 86.14651492364602
(3500,5500,3) 682dmkev(0(92; 682dmkev(0(93; 682dmkev(0(93; 682dmkev(0(93; 1.26 14540.0 9932.0 9932.0 5324.0 85.55501832500657 86.1788278488161 86.1788278488161 86.80263737262561
(3500,6500,3) * * * * 1.26 24268 24268 24268 24268 1.191655891554 1.191655891554 1.191655891554 1.191655891554
(4500,500,3) 233snmdt(0(93;893psuej(0(91; 233snmdt(0(93;893psuej(0(91; 233snmdt(0(93;893psuej(0(91; 233snmdt(0(93;893psuej(0(91; 1.96 15052.4 17510.0 15052.4 17510.0 95.40989084323942 95.42162553711698 95.40989084323942 95.42162553711698
(4500,1500,3) * * * * 1.77 36556 36556 36556 36556 1.09053245835 1.09053245835 1.09053245835 1.09053245835
(4500,2500,3) * * * * 1.61 20582 20582 20582 20582 1.125214711206 1.125214711206 1.125214711206 1.125214711206
