-158,26.25
-38,75.57
37,98.34
208,114.3
401,131.5
406,146.32
-24,160.37
-114,172.3
-113,183.54
-112,211.64
-111,231.41
-110,241.4
-109,276.49
218,288.46
588,305.44
589,319.32
110,335.71
111,360.39
112,393.32
113,403.42
114,437.62
24,447.46
-406,468.33
-401,480.61
245,490.67
325,507.43
-126,524.73
127,537.26
-166,565.67
167,575.44
-22,585.67
21,585.48
453,585.28
-288,585.47
-287,585.55
-286,585.16
-285,585.36
-284,585.31
289,585.54
454,585.52
-369,585.34
-64,585.53
-63,585.45
-62,585.29
-61,585.64
